Drug_targetID,UniProt_ID,DrugBank_ID
DT12640,Q96SL4,DB00143
DT12641,Q99735,DB00143
DT12642,Q9H4Y5,DB00143
DT12643,Q9NS18,DB00143
DT12644,P49619,DB00144
DT12645,Q16760,DB00144
DT12646,Q9BVG9,DB00144
DT12647,Q9NXE4,DB00144
DT12648,Q9NY59,DB00144
DT12649,P23434,DB03187
DT12650,P23434, DB03760
DT12651,Q14032,DB00145
DT12652,Q14330,DB00145
DT12653,Q14330, DB09061
DT12654,Q14330, DB14009
DT12655,Q14330, DB14011
DT12656,Q6IB77,DB00145
DT12657,Q8WU03,DB00145
DT12658,Q969I3,DB00145
DT12659,Q9P0Z9,DB00145
DT12660,Q9UGM6,DB00150
DT12661,Q9HA77,DB00151
DT12662,Q6TGC4,DB00155
DT12663,Q9ULC6,DB00155
DT12664,Q9ULW8,DB00155
DT12665,Q9Y2J8,DB00155
DT12666,Q9BW92,DB00156
DT12667,Q5JTZ9,DB00160
DT12668,O75911,DB00162
DT12669,Q6NUM9,DB00162
DT12670,Q8TC12,DB00162
DT12671,Q9HBH5,DB00162
DT12672,Q9NYR8,DB00162
DT12673,P23743,DB00163
DT12674,P62714,DB00163
DT12675,P67775,DB00163
DT12676,P67775, DB02506
DT12677,P67775, DB06905
DT12678,O43766,DB00166
DT12679,Q9NSE4,DB00167
DT12680,Q8N0U8,DB00170
DT12681,O43272,DB00172
DT12682,O43447,DB00172
DT12683,P23284,DB00172
DT12684,P23284, DB04447
DT12685,P45877,DB00172
DT12686,Q13427,DB00172
DT12687,Q4W8W1,DB00172
DT12688,Q7L3T8,DB00172
DT12689,Q96EM0,DB00172
DT12690,Q96I59,DB00174
DT12691,O75899,DB00181
DT12692,O75899, DB02530
DT12693,O75899, DB05010
DT12694,O75899, DB08891
DT12695,O75899, DB08892
DT12696,P36544,DB00122
DT12697,P36544, DB00184
DT12698,P36544, DB00241
DT12699,P36544, DB00306
DT12700,P36544, DB00312
DT12701,P36544, DB00333
DT12702,P36544, DB00418
DT12703,P36544, DB00463
DT12704,P36544, DB00514
DT12705,P36544, DB00599
DT12706,P36544, DB00657
DT12707,P36544, DB00674
DT12708,P36544, DB00794
DT12709,P36544, DB00849
DT12710,P36544, DB00898
DT12711,P36544, DB00915
DT12712,P36544, DB01174
DT12713,P36544, DB01199
DT12714,P36544, DB01273
DT12715,P36544, DB01351
DT12716,P36544, DB01352
DT12717,P36544, DB01353
DT12718,P36544, DB01354
DT12719,P36544, DB01355
DT12720,P36544, DB01483
DT12721,P36544, DB01496
DT12722,P36544, DB03128
DT12723,P36544, DB05137
DT12724,P36544, DB05708
DT12725,P36544, DB05740
DT12726,P36544, DB07720
DT12727,P36544, DB09028
DT12728,P36544, DB09061
DT12729,P36544, DB11726
DT12730,P36544, DB14006
DT12731,P36544, DB14009
DT12732,P36544, DB14011
DT12733,Q14832,DB05096
DT12734,Q9UGM1,DB00184
DT12735,Q9UGM1, DB00898
DT12736,Q9UGM1, DB05069
DT12737,Q9UGM1, DB05137
DT12738,Q9UGM1, DB05740
DT12739,Q9UGM1, DB08837
DT12740,P18505,DB00431
DT12741,P18505, DB00898
DT12742,P18505, DB01440
DT12743,P18505, DB01567
DT12744,P28472,DB00431
DT12745,P28472, DB00592
DT12746,P28472, DB00818
DT12747,P28472, DB00898
DT12748,P28472, DB01567
DT12749,P28472, DB06716
DT12750,P28472, DB12458
DT12751,P47870,DB00395
DT12752,P47870, DB00818
DT12753,P47870, DB00898
DT12754,P47870, DB01381
DT12755,P47870, DB01567
DT12756,P47870, DB06716
DT12757,P20618,DB00188
DT12758,P20618, DB08515
DT12759,P20618, DB08889
DT12760,P28074,DB00188
DT12761,P28074, DB08515
DT12762,P28074, DB08889
DT12763,P49721,DB08515
DT12764,P49721, DB08889
DT12765,Q16774,DB01972
DT12766,Q9F0I5,DB00638
DT12767,Q08493,DB00651
DT12768,Q08493, DB01088
DT12769,Q08493, DB01791
DT12770,Q08493, DB05219
DT12771,Q08493, DB05266
DT12772,Q08493, DB06246
DT12773,Q08289,DB00270
DT12774,Q08289, DB00393
DT12775,Q08289, DB00401
DT12776,Q08289, DB00622
DT12777,Q08289, DB01023
DT12778,Q08289, DB01054
DT12779,Q08289, DB01115
DT12780,Q08289, DB01388
DT12781,Q08289, DB04855
DT12782,Q08289, DB06712
DT12783,Q13698,DB00270
DT12784,Q13698, DB00393
DT12785,Q13698, DB00401
DT12786,Q13698, DB00568
DT12787,Q13698, DB00898
DT12788,Q13698, DB01023
DT12789,Q13698, DB01054
DT12790,Q13698, DB01115
DT12791,Q13698, DB01388
DT12792,Q13698, DB04855
DT12793,Q13698, DB04920
DT12794,Q13698, DB06712
DT12795,Q13698, DB09090
DT12796,Q13698, DB09229
DT12797,O00305,DB00393
DT12798,O00305, DB01388
DT12799,O00305, DB04855
DT12800,O60840,DB00393
DT12801,O60840, DB00568
DT12802,O60840, DB01388
DT12803,O60840, DB04855
DT12804,O60840, DB04920
DT12805,O60840, DB09229
DT12806,P54284,DB00393
DT12807,P54284, DB01388
DT12808,P54284, DB04855
DT12809,Q01668,DB00270
DT12810,Q01668, DB00393
DT12811,Q01668, DB00401
DT12812,Q01668, DB00568
DT12813,Q01668, DB00622
DT12814,Q01668, DB00898
DT12815,Q01668, DB01023
DT12816,Q01668, DB01054
DT12817,Q01668, DB01115
DT12818,Q01668, DB01388
DT12819,Q01668, DB04855
DT12820,Q01668, DB04920
DT12821,Q01668, DB06712
DT12822,Q01668, DB09229
DT12823,Q01668, DB09237
DT12824,Q27738,DB00359
DT12825,Q27738, DB00664
DT12826,Q27738, DB01145
DT12827,Q27738, DB01299
DT12828,Q27738, DB06147
DT12829,Q27738, DB08798
DT12830,P52647,DB00698
DT12831,P20815,DB09061
DT12832,P20815, DB14011
DT12833,P10635,DB09061
DT12834,P10635, DB11994
DT12835,P10635, DB14011
DT12836,P16435,DB03147
DT12837,P16435, DB03247
DT12838,P16435, DB03461
DT12839,Q13547,DB01169
DT12840,Q13547, DB01593
DT12841,Q13547, DB02546
DT12842,Q13547, DB05223
DT12843,Q13547, DB06176
DT12844,Q13547, DB08868
DT12845,Q13547, DB11830
DT12846,Q13547, DB12565
DT12847,Q13547, DB14487
DT12848,Q13547, DB14533
DT12849,Q13547, DB14548
DT12850,Q92769,DB00175
DT12851,Q92769, DB00227
DT12852,Q92769, DB00277
DT12853,Q92769, DB00313
DT12854,Q92769, DB00641
DT12855,Q92769, DB01076
DT12856,Q92769, DB01095
DT12857,Q92769, DB01223
DT12858,Q92769, DB01303
DT12859,Q92769, DB02546
DT12860,Q92769, DB05223
DT12861,Q92769, DB06176
DT12862,Q92769, DB09091
DT12863,Q92769, DB11830
DT12864,O15379,DB02546
DT12865,O15379, DB05223
DT12866,O15379, DB11830
DT12867,Q9UBN7,DB02546
DT12868,Q9UBN7, DB05223
DT12869,Q9UBN7, DB06176
DT12870,Q9UBN7, DB13346
DT12871,Q2M3G0,DB04851
DT12872,Q2M3G0, DB14067
DT12873,P10092,DB12228
DT12874,P10092, DB14040
DT12875,P10092, DB14041
DT12876,P10092, DB14042
DT12877,P29371,DB04872
DT12878,P29371, DB06429
DT12879,P29371, DB11692
DT12880,P49356,DB04893
DT12881,P49356, DB04960
DT12882,P49356, DB06448
DT12883,P49356, DB06953
DT12884,P49356, DB07216
DT12885,P49356, DB07227
DT12886,P49356, DB07771
DT12887,P49356, DB07780
DT12888,P49356, DB07841
DT12889,P49356, DB07895
DT12890,P49356, DB08674
DT12891,P49356, DB08676
DT12892,P49354,DB04893
DT12893,P49354, DB06448
DT12894,P49354, DB06953
DT12895,P49354, DB07216
DT12896,P49354, DB07227
DT12897,P49354, DB07771
DT12898,P49354, DB07780
DT12899,P49354, DB07841
DT12900,P49354, DB07895
DT12901,P49354, DB08180
DT12902,P49354, DB08674
DT12903,P49354, DB08676
DT12904,Q16665,DB01136
DT12905,Q16665, DB01275
DT12906,Q16665, DB02342
DT12907,Q16665, DB05959
DT12908,Q16665, DB06082
DT12909,Q16665, DB08687
DT12910,Q16665, DB12255
DT12911,P43115,DB00905
DT12912,P43115, DB00917
DT12913,P43115, DB00929
DT12914,P43115, DB08964
DT12915,P43115, DB09211
DT12916,P43115, DB11113
DT12917,P51800,DB04552
DT12918,P51800, DB09295
DT12919,Q7K9G0,DB02761
DT12920,Q7K9G0, DB03352
DT12921,P41146,DB00921
DT12922,P41146, DB01497
DT12923,P41146, DB05492
DT12924,P42336,DB00171
DT12925,P42336, DB00201
DT12926,P42336, DB05241
DT12927,P42336, DB08059
DT12928,P42336, DB11772
DT12929,P42336, DB12015
DT12930,P42336, DB12483
DT12931,O30527,DB05222
DT12932,Q6GJI1,DB05224
DT12933,P20292,DB04929
DT12934,P20292, DB05225
DT12935,P20292, DB06346
DT12936,P20292, DB16346
DT12937,P20292, DB16739
DT12938,O00459,DB05210
DT12939,Q92569,DB05210
DT12940,P78527,DB00201
DT12941,P78527, DB05210
DT12942,P42345,DB00337
DT12943,P42345, DB00877
DT12944,P42345, DB01590
DT12945,P42345, DB04974
DT12946,P42345, DB05210
DT12947,P42345, DB05241
DT12948,P42345, DB06233
DT12949,P42345, DB06287
DT12950,P42345, DB11962
DT12951,P42345, DB12010
DT12952,P42345, DB12843
DT12953,Q00653,DB00795
DT12954,Q00653, DB05212
DT12955,Q00653, DB05451
DT12956,Q00653, DB05464
DT12957,Q00653, DB05471
DT12958,Q00653, DB05487
DT12959,Q00653, DB05767
DT12960,P0A0K8,DB01051
DT12961,A6PZ59,DB05209
DT12962,A6PZ59, DB11597
DT12963,P00441,DB00988
DT12964,P00441, DB01064
DT12965,P00441, DB01593
DT12966,P00441, DB01629
DT12967,P00441, DB03382
DT12968,P00441, DB05025
DT12969,P00441, DB09061
DT12970,P00441, DB14009
DT12971,P00441, DB14011
DT12972,P00441, DB14487
DT12973,P00441, DB14533
DT12974,P00441, DB14548
DT12975,Q7DHH4,DB04918
DT12976,P14677,DB01150
DT12977,P14677, DB04918
DT12978,P0AD68,DB00267
DT12979,P0AD68, DB00274
DT12980,P0AD68, DB00303
DT12981,P0AD68, DB00430
DT12982,P0AD68, DB00438
DT12983,P0AD68, DB01327
DT12984,P0AD68, DB01328
DT12985,P0AD68, DB01329
DT12986,P0AD68, DB01331
DT12987,P0AD68, DB01413
DT12988,P0AD68, DB01415
DT12989,P0AD68, DB01416
DT12990,P0AD68, DB04918
DT12991,Q9Y6K9,DB04998
DT12992,Q9Y6K9, DB05289
DT12993,Q9HGT2,DB09041
DT12994,Q9NY47,DB00270
DT12995,Q9NY47, DB00996
DT12996,Q9NY47, DB01023
DT12997,Q9NY47, DB01054
DT12998,Q9NY47, DB01244
DT12999,Q9NY47, DB08872
DT13000,P09958,DB03600
DT13001,O43525,DB00321
DT13002,O43525, DB00939
DT13003,O43525, DB00996
DT13004,O43525, DB04953
DT13005,O43525, DB06089
DT13006,P56696,DB04953
DT13007,P56696, DB06089
DT13008,Q9NR82,DB00996
DT13009,Q9NR82, DB04953
DT13010,Q9NR82, DB06089
DT13011,P41231,DB04786
DT13012,P41231, DB04983
DT13013,P41231, DB05390
DT13014,P08865,DB04985
DT13015,P08865, DB09130
DT13016,O39930,DB05060
DT13017,O39930, DB07199
DT13018,O39930, DB07200
DT13019,O39930, DB08934
DT13020,O14672,DB04991
DT13021,O00329,DB00201
DT13022,O00329, DB05241
DT13023,O00329, DB05552
DT13024,O00329, DB06831
DT13025,O00329, DB09054
DT13026,O00329, DB11952
DT13027,O00329, DB12010
DT13028,O00329, DB12483
DT13029,O00329, DB14989
DT13030,P42338,DB00201
DT13031,P42338, DB05241
DT13032,O60674,DB04716
DT13033,O60674, DB05243
DT13034,O60674, DB07161
DT13035,O60674, DB07162
DT13036,O60674, DB08067
DT13037,O60674, DB08877
DT13038,O60674, DB08895
DT13039,O60674, DB11697
DT13040,O60674, DB11817
DT13041,O60674, DB11986
DT13042,O60674, DB12010
DT13043,O60674, DB12500
DT13044,O60674, DB14973
DT13045,O60674, DB15035
DT13046,O60674, DB15822
DT13047,Q13093,DB05119
DT13048,Q13093, DB07821
DT13049,P07949,DB00398
DT13050,P07949, DB01809
DT13051,P07949, DB05294
DT13052,P07949, DB08875
DT13053,P07949, DB08896
DT13054,P07949, DB08901
DT13055,P07949, DB09078
DT13056,P07949, DB12010
DT13057,P07949, DB12742
DT13058,P07949, DB15685
DT13059,P07949, DB15822
DT13060,Q06609,DB04395
DT13061,Q06609, DB12742
DT13062,P43490,DB05217
DT13063,P43490, DB12731
DT13064,P43490, DB12980
DT13065,P27695,DB04967
DT13066,P01911,DB05259
DT13067,Q05655,DB04376
DT13068,Q05655, DB05013
DT13069,Q05655, DB12010
DT13070,P50391,DB05004
DT13071,P50391, DB05045
DT13072,P50391, DB05085
DT13073,P49146,DB00847
DT13074,P49146, DB05004
DT13075,P49146, DB05045
DT13076,P24394,DB05078
DT13077,P24394, DB12159
DT13078,Q14627,DB05078
DT13079,P06280,DB05018
DT13080,Q8NFA2,DB05265
DT13081,O11885,DB05020
DT13082,Q02880,DB00380
DT13083,Q02880, DB00694
DT13084,Q02880, DB00773
DT13085,Q02880, DB00997
DT13086,Q02880, DB04395
DT13087,Q02880, DB05022
DT13088,Q02880, DB05488
DT13089,Q02880, DB06042
DT13090,Q02880, DB06362
DT13091,Q02880, DB06421
DT13092,Q02880, DB08651
DT13093,P17342,DB04899
DT13094,Q69600,DB05276
DT13095,P09467,DB00131
DT13096,P09467, DB02778
DT13097,P09467, DB02848
DT13098,P09467, DB04175
DT13099,P09467, DB04493
DT13100,P09467, DB05053
DT13101,P09467, DB05518
DT13102,P09467, DB07270
DT13103,P09467, DB07312
DT13104,P09467, DB07321
DT13105,P09467, DB08484
DT13106,Q9H228,DB08868
DT13107,Q9H228, DB12371
DT13108,Q9H228, DB12612
DT13109,P05177,DB00951
DT13110,P05177, DB07453
DT13111,P05177, DB09061
DT13112,P05177, DB11994
DT13113,P05177, DB14011
DT13114,Q16206,DB04915
DT13115,P50135,DB00613
DT13116,P50135, DB01752
DT13117,P50135, DB04655
DT13118,P50135, DB07106
DT13119,P50135, DB13875
DT13120,Q16790,DB00562
DT13121,Q16790, DB00774
DT13122,Q16790, DB00909
DT13123,Q16790, DB05304
DT13124,Q16790, DB08846
DT13125,Q16790, DB09460
DT13126,Q16790, DB12741
DT13127,P35225,DB05305
DT13128,P35225, DB11914
DT13129,P35225, DB12159
DT13130,P35225, DB12169
DT13131,P35225, DB16318
DT13132,Q8WXI7,DB01093
DT13133,Q8WXI7, DB04964
DT13134,P03952,DB01593
DT13135,P03952, DB05311
DT13136,P03952, DB06404
DT13137,P03952, DB09228
DT13138,P03952, DB12831
DT13139,P03952, DB14487
DT13140,P03952, DB14533
DT13141,P03952, DB14548
DT13142,P03952, DB14597
DT13143,P03952, DB15982
DT13144,Q15842,DB00914
DT13145,Q15842, DB00922
DT13146,Q15842, DB01154
DT13147,Q15842, DB01251
DT13148,Q15842, DB01289
DT13149,O00206,DB00924
DT13150,O00206, DB01183
DT13151,O00206, DB02767
DT13152,O00206, DB03017
DT13153,O00206, DB04933
DT13154,O00206, DB05475
DT13155,O00206, DB06447
DT13156,O00206, DB08231
DT13157,O00206, DB11193
DT13158,O00206, DB13615
DT13159,P32320,DB03185
DT13160,P32320, DB15694
DT13161,P37268,DB05317
DT13162,P16422,DB05319
DT13163,P16422, DB05831
DT13164,P16422, DB06607
DT13165,P16422, DB09336
DT13166,P16422, DB11075
DT13167,Q01726,DB04931
DT13168,Q01726, DB05479
DT13169,Q01726, DB11653
DT13170,O14746,DB00495
DT13171,O14746, DB05036
DT13172,O14746, DB12747
DT13173,P31350,DB00242
DT13174,P31350, DB05003
DT13175,P31350, DB05260
DT13176,P31350, DB05428
DT13177,P31350, DB05801
DT13178,P25929,DB05004
DT13179,Q15761,DB05004
DT13180,P54760,DB01254
DT13181,P54760, DB07249
DT13182,P54760, DB07250
DT13183,P54760, DB07251
DT13184,P54760, DB07252
DT13185,P54760, DB07253
DT13186,P54760, DB07254
DT13187,P54760, DB07255
DT13188,P54760, DB07256
DT13189,P54760, DB11973
DT13190,P54760, DB12010
DT13191,P48060,DB05337
DT13192,Q16831,DB07437
DT13193,P05155,DB05961
DT13194,P05155, DB09130
DT13195,P08729,DB01087
DT13196,P08729, DB04959
DT13197,Q5T4S7,DB04959
DT13198,Q5T4S7, DB05483
DT13199,Q96EB6,DB02709
DT13200,Q96EB6, DB13978
DT13201,Q96EB6, DB15493
DT13202,P51686,DB15250
DT13203,P61177,DB01369
DT13204,P07237,DB01593
DT13205,P07237, DB03615
DT13206,P07237, DB09130
DT13207,P07237, DB11638
DT13208,P07237, DB14487
DT13209,P07237, DB14533
DT13210,P07237, DB14548
DT13211,P21796,DB01375
DT13212,P21796, DB09061
DT13213,P21796, DB14009
DT13214,P21796, DB14011
DT13215,P45880,DB01375
DT13216,P45880, DB06098
DT13217,Q9Y277,DB01375
DT13218,Q9Y277, DB06098
DT13219,P10147,DB05364
DT13220,P83791,DB04646
DT13221,P83791, DB08453
DT13222,P83792,DB04646
DT13223,P83792, DB08453
DT13224,P83794,DB04646
DT13225,P83794, DB08453
DT13226,P0AEB3,DB04647
DT13227,Q9BUP3,DB11077
DT13228,Q14081,DB00755
DT13229,Q14081, DB13979
DT13230,Q86US8,DB05036
DT13231,Q96KG9,DB05036
DT13232,Q15185,DB00316
DT13233,Q15185, DB05036
DT13234,Q15185, DB09130
DT13235,P04141,DB05194
DT13236,Q16498,DB05194
DT13237,Q16498, DB05386
DT13238,Q9WYE2,DB03283
DT13239,Q9WYE2, DB03801
DT13240,P22301,DB05744
DT13241,P22301, DB05771
DT13242,P39905,DB09301
DT13243,Q27796,DB01632
DT13244,Q27796, DB01942
DT13245,Q27796, DB04198
DT13246,Q27796, DB04566
DT13247,Q8VP84,DB01632
DT13248,Q79G13,DB01642
DT13249,Q79G13, DB02379
DT13250,Q79G13, DB02467
DT13251,Q79G13, DB03584
DT13252,Q79G13, DB04545
DT13253,O52806,DB01643
DT13254,P03007,DB01643
DT13255,Q9HU22,DB01643
DT13256,Q9HU22, DB02452
DT13257,Q9HU22, DB02843
DT13258,Q9HU22, DB03723
DT13259,Q9HU22, DB03751
DT13260,Q9HU22, DB04272
DT13261,Q9HU22, DB04485
DT13262,Q44244,DB01646
DT13263,Q44244, DB02251
DT13264,Q44244, DB03299
DT13265,Q44244, DB04511
DT13266,O68600,DB01652
DT13267,P56653,DB01652
DT13268,P56653, DB03613
DT13269,P56653, DB04067
DT13270,Q7WUJ1,DB01666
DT13271,Q53908,DB01668
DT13272,Q53908, DB02019
DT13273,Q53908, DB02042
DT13274,Q53908, DB03037
DT13275,P71278,DB01676
DT13276,P71278, DB02060
DT13277,P71278, DB02508
DT13278,P71278, DB03247
DT13279,P71278, DB03651
DT13280,P71278, DB04528
DT13281,P71278, DB07373
DT13282,Q8RJN5,DB01683
DT13283,P26196,DB01694
DT13284,Q746J6,DB01694
DT13285,Q9NWT6,DB01694
DT13286,Q9NWT6, DB08263
DT13287,P9WNX3,DB01694
DT13288,O25927,DB01694
DT13289,O25927, DB08558
DT13290,Q9HU21,DB01694
DT13291,Q9KVB4,DB01694
DT13292,Q51782,DB01694
DT13293,A0A0H2URW2,DB01694
DT13294,Q44048,DB01702
DT13295,Q45135,DB01702
DT13296,Q79FX6,DB01718
DT13297,Q79FX6, DB01752
DT13298,P42768,DB01731
DT13299,Q9WYV8,DB01752
DT13300,Q9WYV8, DB03473
DT13301,Q9WZX6,DB01752
DT13302,P13956,DB01752
DT13303,P13956, DB01910
DT13304,O14717,DB00738
DT13305,O14717, DB01752
DT13306,O14717, DB09462
DT13307,P44868,DB01752
DT13308,P11409,DB01752
DT13309,P04392,DB01752
DT13310,P9WPB3,DB01752
DT13311,P25924,DB01752
DT13312,P25924, DB04522
DT13313,P05102,DB01752
DT13314,Q8WTS6,DB01752
DT13315,P43912,DB01752
DT13316,Q54527,DB01752
DT13317,Q54527, DB01910
DT13318,Q54527, DB03219
DT13319,P0A876,DB01752
DT13320,P21631,DB01752
DT13321,Q5SKH6,DB01752
DT13322,P07801,DB01752
DT13323,P14385,DB01752
DT13324,P14385, DB01910
DT13325,Q56308,DB01752
DT13326,Q26966,DB01768
DT13327,Q26966, DB03296
DT13328,P68826,DB04310
DT13329,Q8DP79,DB08523
DT13330,Q8DP79, DB08524
DT13331,Q8DP79, DB08525
DT13332,O33830,DB03323
DT13333,Q84CU3,DB02053
DT13334,Q84CU3, DB02059
DT13335,P04079,DB04272
DT13336,Q9WZW1,DB03247
DT13337,Q9WZW1, DB04272
DT13338,Q9WZW1, DB04345
DT13339,P9WN39,DB04272
DT13340,P9WN38,DB04272
DT13341,A0A0H3JWX6,DB01803
DT13342,A0A0H3JWX6, DB04276
DT13343,Q54528,DB01806
DT13344,Q54528, DB04131
DT13345,P52848,DB01812
DT13346,P0A2W7,DB01812
DT13347,O43704,DB01812
DT13348,Q57265,DB01819
DT13349,Q57265, DB02787
DT13350,Q57265, DB03499
DT13351,P00147,DB01826
DT13352,P9WN25,DB01826
DT13353,P9WN25, DB03317
DT13354,Q8GEZ8,DB01839
DT13355,P9WQG9,DB01842
DT13356,P9WQG9, DB01992
DT13357,P9WQG9, DB03615
DT13358,P03023,DB01862
DT13359,P03023, DB08297
DT13360,P46336,DB03461
DT13361,Q04416,DB01992
DT13362,Q04416, DB03613
DT13363,Q04416, DB04067
DT13364,Q04416, DB04242
DT13365,Q9FDN7,DB03247
DT13366,P41407,DB03247
DT13367,P41407, DB04392
DT13368,P84141,DB01872
DT13369,P84141, DB02227
DT13370,P84141, DB03284
DT13371,Q9ZGH3,DB03751
DT13372,Q52437,DB03147
DT13373,P37062,DB03147
DT13374,P37062, DB03382
DT13375,Q46220,DB02621
DT13376,P00362,DB02263
DT13377,P0A753,DB04272
DT13378,P09063,DB03147
DT13379,Q8T8E9,DB03435
DT13380,P06632,DB03461
DT13381,Q9LAG2,DB03147
DT13382,Q837V6,DB03227
DT13383,Q837V6, DB07040
DT13384,Q837V6, DB07041
DT13385,Q837V6, DB07042
DT13386,Q837V6, DB07043
DT13387,Q13363,DB01942
DT13388,Q88H32,DB03814
DT13389,P95780,DB03161
DT13390,P95780, DB03751
DT13391,Q56691,DB03247
DT13392,Q8KN66,DB01861
DT13393,Q8KN66, DB02196
DT13394,Q48436,DB02379
DT13395,Q46730,DB01912
DT13396,P08684,DB00143
DT13397,P08684, DB00951
DT13398,P08684, DB05478
DT13399,P08684, DB06634
DT13400,P08684, DB09065
DT13401,P04746,DB00284
DT13402,P04746, DB01922
DT13403,P04746, DB02218
DT13404,P04746, DB02379
DT13405,P04746, DB02889
DT13406,P04746, DB03088
DT13407,P04746, DB03092
DT13408,P04746, DB03439
DT13409,P04746, DB03495
DT13410,P04746, DB03773
DT13411,P04746, DB03971
DT13412,P04746, DB04453
DT13413,P04746, DB04618
DT13414,P9WPE1,DB01942
DT13415,O14936,DB01942
DT13416,O14936, DB12010
DT13417,P9WKE9,DB01942
DT13418,Q9X278,DB01942
DT13419,Q9X278, DB03909
DT13420,Q81C15,DB01942
DT13421,P80357,DB01942
DT13422,P39841,DB01942
DT13423,Q9X0V0,DB01942
DT13424,P75914,DB01942
DT13425,Q7DC80,DB01942
DT13426,Q7DC80, DB02793
DT13427,O34714,DB01942
DT13428,P16544,DB01942
DT13429,P16544, DB03461
DT13430,P16544, DB07715
DT13431,Q9NQX3,DB01942
DT13432,Q9NQX3, DB03366
DT13433,Q9NQX3, DB03766
DT13434,Q81F54,DB01942
DT13435,Q81F54, DB04272
DT13436,Q99418,DB01863
DT13437,Q99418, DB01942
DT13438,Q99418, DB03401
DT13439,Q99418, DB04530
DT13440,Q99418, DB07348
DT13441,Q06700,DB01942
DT13442,Q9WXS0,DB01942
DT13443,P77872,DB01942
DT13444,Q9X0F9,DB01942
DT13445,Q8MU52,DB00608
DT13446,Q8MU52, DB01942
DT13447,Q8MU52, DB04132
DT13448,O31465,DB01942
DT13449,O31465, DB04522
DT13450,P77454,DB01942
DT13451,P30749,DB01942
DT13452,Q9X0L5,DB01942
DT13453,Q9Z4N6,DB01942
DT13454,Q5SHZ4,DB01942
DT13455,O25323,DB01952
DT13456,O25323, DB03345
DT13457,O25323, DB03730
DT13458,O25323, DB03801
DT13459,P43683,DB01968
DT13460,P43683, DB02688
DT13461,P43683, DB04454
DT13462,Q05599,DB01972
DT13463,O33199,DB01975
DT13464,O33199, DB02059
DT13465,O33199, DB03148
DT13466,Q9F5I8,DB01981
DT13467,Q9KWT6,DB01982
DT13468,Q9KWT6, DB02734
DT13469,Q9KWT6, DB03652
DT13470,Q9KWT5,DB01982
DT13471,Q9KWT5, DB02734
DT13472,Q9KWT5, DB03652
DT13473,P94692,DB00507
DT13474,P94692, DB01987
DT13475,P94692, DB02410
DT13476,Q8ZPC0,DB01992
DT13477,Q8ZPC0, DB02175
DT13478,O32248,DB01992
DT13479,Q9R381,DB01992
DT13480,Q9R381, DB03615
DT13481,Q81EE4,DB01992
DT13482,P44886,DB01992
DT13483,Q9F6D4,DB01992
DT13484,P9WJM7,DB01992
DT13485,Q9KEQ1,DB01992
DT13486,Q92831,DB01992
DT13487,Q92831, DB08186
DT13488,Q92831, DB08291
DT13489,P9WNP5,DB01992
DT13490,P9WNP5, DB03059
DT13491,Q9LCX9,DB01992
DT13492,Q9LCX9, DB04272
DT13493,Q47764,DB01992
DT13494,P39135,DB01992
DT13495,Q9HYX1,DB01992
DT13496,P43886,DB01992
DT13497,O34002,DB01992
DT13498,O34002, DB04272
DT13499,Q8I814,DB02015
DT13500,Q8I814, DB03461
DT13501,Q75WK2,DB02024
DT13502,Q75WK2, DB02238
DT13503,Q9K578,DB02032
DT13504,O08498,DB02032
DT13505,A0A0H3K1U2,DB02039
DT13506,A0A0H3K1U2, DB03059
DT13507,A0A0H3K1U2, DB03169
DT13508,P96622,DB02042
DT13509,P45799,DB02059
DT13510,P96945,DB02065
DT13511,P96945, DB02976
DT13512,Q9U8D3,DB02109
DT13513,Q9U8D3, DB03510
DT13514,Q9U8D3, DB04315
DT13515,Q9ZIV5,DB02153
DT13516,Q9ZIV5, DB02175
DT13517,Q9ZIV5, DB02649
DT13518,Q9FD87,DB02153
DT13519,Q9FD87, DB03059
DT13520,P84124,DB02153
DT13521,P23141,DB00382
DT13522,P23141, DB00454
DT13523,P23141, DB00583
DT13524,P23141, DB00647
DT13525,P23141, DB00907
DT13526,P23141, DB01183
DT13527,P23141, DB01452
DT13528,P23141, DB01599
DT13529,P23141, DB02161
DT13530,P23141, DB02659
DT13531,P23141, DB03056
DT13532,P23141, DB03721
DT13533,P23141, DB04795
DT13534,P23141, DB04838
DT13535,P23141, DB06442
DT13536,P23141, DB07821
DT13537,P23141, DB08224
DT13538,Q8RLY5,DB00173
DT13539,Q8RLY5, DB02168
DT13540,Q8RLY5, DB02753
DT13541,Q8RLY5, DB03371
DT13542,Q9FCA6,DB02175
DT13543,Q9FCA6, DB02521
DT13544,Q9FCA6, DB03254
DT13545,Q9FCA6, DB03814
DT13546,P09012,DB02175
DT13547,Q84FH6,DB02201
DT13548,Q84FH6, DB03814
DT13549,P00323,DB03247
DT13550,Q820S6,DB02210
DT13551,O82839,DB02218
DT13552,O82839, DB02379
DT13553,Q93UV9,DB02235
DT13554,P29208,DB02251
DT13555,P29208, DB06864
DT13556,P74334,DB02253
DT13557,P74334, DB04233
DT13558,Q59931,DB02263
DT13559,Q59931, DB03461
DT13560,Q9L5C8,DB02772
DT13561,Q9L5C8, DB02841
DT13562,Q9L5C8, DB06889
DT13563,Q9L5C8, DB07055
DT13564,Q9L5C8, DB07729
DT13565,Q9L5C8, DB07808
DT13566,Q9L5C8, DB07823
